run_accession,study_accession,sample_accession,scientific_name,sample_title,tissue_type,dev_stage,tissue,tissue_source,condition,condition_source,metadata_source,study_title,metadata_blob
SRR11929346,PRJNA637448,SAMN15142154,Lycoris radiata,RNA-Seq of Lycoris radiata bulb,bulb,vegetative stage,Bulb,declared,Developmental stage,declared,ENA,Lycoris radiata bulb transcriptome,bulb | vegetative stage | RNA-Seq of Lycoris radiata bulb | Lycoris radiata bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris radiata: bulb | RNA-Seq of Lycoris radiata bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris radiata: bulb | bulb | BioSampleModel=Plant | INSDC secondary accession=SRS6774880 | NCBI submission package=Plant.1.0 | dev_stage=vegetative stage | ecotype=Lycoris radiata | geo_loc_name=not applicable | isolate=bulb | organism=Lycoris radiata | tissue=bulb | title=RNA-Seq of Lycoris radiata bulb
SRR11929552,PRJNA637456,SAMN15142313,Lycoris sprengeri,RNA-Seq of Lycoris sprengeri bulb,bulb,vegetative stage,Bulb,declared,Developmental stage,declared,ENA,Lycoris sprengeri bulb transcriptome,bulb | vegetative stage | RNA-Seq of Lycoris sprengeri bulb | Lycoris sprengeri bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris sprengeri bulb | RNA-Seq of Lycoris sprengeri bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris sprengeri bulb | bulb | BioSampleModel=Plant | INSDC secondary accession=SRS6775021 | NCBI submission package=Plant.1.0 | dev_stage=vegetative stage | ecotype=Lycoris sprengeri | geo_loc_name=not applicable | isolate=bulb | organism=Lycoris sprengeri | tissue=bulb | title=RNA-Seq of Lycoris sprengeri bulb
SRR11929908,PRJNA637473,SAMN15143382,Lycoris chinensis,RNA-Seq of Lycoris chinensis bulb,bulb,vegetative stage,Bulb,declared,Developmental stage,declared,ENA,Lycoris chinensis transcriptome,bulb | vegetative stage | RNA-Seq of Lycoris chinensis bulb | Lycoris chinensis bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris chinensis | RNA-Seq of Lycoris chinensis bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris chinensis | bulb | BioSampleModel=Plant | INSDC secondary accession=SRS6775370 | NCBI submission package=Plant.1.0 | dev_stage=vegetative stage | ecotype=Lycoris chinensis | geo_loc_name=not applicable | isolate=bulb | organism=Lycoris chinensis | tissue=bulb | title=RNA-Seq of Lycoris chinensis bulb
SRR11943115,PRJNA637832,SAMN15158962,Lycoris longituba,RNA-Seq of lycoris longituba bulb,bulb,vegetative stage,Bulb,declared,Developmental stage,declared,ENA,Lycoris longituba transcriptome,bulb | vegetative stage | RNA-Seq of lycoris longituba bulb | Lycoris longituba bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris longituba bulb | RNA-Seq of lycoris longituba bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris longituba bulb | bulb | BioSampleModel=Plant | INSDC secondary accession=SRS6787191 | NCBI submission package=Plant.1.0 | dev_stage=vegetative stage | ecotype=Lycoris longituba | geo_loc_name=not applicable | isolate=bulb | organism=Lycoris longituba | tissue=bulb | title=RNA-Seq of lycoris longituba bulb
SRR11947114,PRJNA637967,SAMN15162876,Lycoris aurea,RNA-Seq of Lycoris aurea bulb,bulb,vegetative stage,Bulb,declared,Developmental stage,declared,ENA,Lycoris aurea transcriptome,bulb | vegetative stage | RNA-Seq of Lycoris aurea bulb | Lycoris aurea bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris aurea bulb | RNA-Seq of Lycoris aurea bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris aurea bulb | bulb | BioSampleModel=Plant | INSDC secondary accession=SRS6790971 | NCBI submission package=Plant.1.0 | dev_stage=vegetative stage | ecotype=Lycoris aurea | geo_loc_name=not applicable | isolate=bulb | organism=Lycoris aurea | tissue=bulb | title=RNA-Seq of Lycoris aurea bulb
SRR12009466,PRJNA639315,SAMN15232461,Lycoris incarnata,RNA-Seq of Lycoris incarnata bulb,bulb,vegetative stage,Bulb,declared,Developmental stage,declared,ENA,Lycoris incarnata transcriptome,bulb | vegetative stage | RNA-Seq of Lycoris incarnata bulb | Lycoris incarnata bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris incarnata bulb | RNA-Seq of Lycoris incarnata bulb | HiSeq X Ten sequencing: RNA-Seq of Lycoris incarnata bulb | bulb | BioSampleModel=Plant | INSDC secondary accession=SRS6836964 | NCBI submission package=Plant.1.0 | dev_stage=vegetative stage | ecotype=Lycoris incarnata | geo_loc_name=not applicable | isolate=bulb | organism=Lycoris incarnata | tissue=bulb | title=RNA-Seq of Lycoris incarnata bulb
SRR13966059,PRJNA714286,SAMN18299072,Lycoris sprengeri,RNA-seq of Lycoris sprengeri white 02,petals,,Tepal/Petal,declared,Cultivar/Colour morph,sample text,ENA,Raw RNA seq reads of petal transcriptome of Lycoris sprengeri,petals | RNA-seq of Lycoris sprengeri white 02 | 2 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | RNA-seq of Lycoris sprengeri white 02 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | BioSampleModel=Plant | INSDC secondary accession=SRS8463196 | NCBI submission package=Plant.1.0 | Replicate=Bio rep 2 | age=not applicable | biomaterial_provider=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | genotype=Mutant | geo_loc_name=China: Shanghai | isolate=not applicable | organism=Lycoris sprengeri | tissue=petals | title
SRR13966060,PRJNA714286,SAMN18299071,Lycoris sprengeri,RNA-seq of Lycoris sprengeri white 01,petals,,Tepal/Petal,declared,Cultivar/Colour morph,sample text,ENA,Raw RNA seq reads of petal transcriptome of Lycoris sprengeri,petals | RNA-seq of Lycoris sprengeri white 01 | 1 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | RNA-seq of Lycoris sprengeri white 01 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | BioSampleModel=Plant | INSDC secondary accession=SRS8463195 | NCBI submission package=Plant.1.0 | Replicate=Bio rep 1 | age=not applicable | biomaterial_provider=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | genotype=Mutant | geo_loc_name=China: Shanghai | isolate=not applicable | organism=Lycoris sprengeri | tissue=petals | title
SRR13966061,PRJNA714286,SAMN18299076,Lycoris sprengeri,RNA-seq of Lycoris sprengeri red 03,petals,,Tepal/Petal,declared,Cultivar/Colour morph,sample text,ENA,Raw RNA seq reads of petal transcriptome of Lycoris sprengeri,petals | RNA-seq of Lycoris sprengeri red 03 | 6 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | RNA-seq of Lycoris sprengeri red 03 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | BioSampleModel=Plant | INSDC secondary accession=SRS8463194 | NCBI submission package=Plant.1.0 | Replicate=Bio rep 3 | age=not applicable | biomaterial_provider=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | genotype=WT | geo_loc_name=China: Shanghai | isolate=not applicable | organism=Lycoris sprengeri | tissue=petals | title=RNA-seq
SRR13966062,PRJNA714286,SAMN18299075,Lycoris sprengeri,RNA-seq of Lycoris sprengeri red 02,petals,,Tepal/Petal,declared,Cultivar/Colour morph,sample text,ENA,Raw RNA seq reads of petal transcriptome of Lycoris sprengeri,petals | RNA-seq of Lycoris sprengeri red 02 | 5 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | RNA-seq of Lycoris sprengeri red 02 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | BioSampleModel=Plant | INSDC secondary accession=SRS8463202 | NCBI submission package=Plant.1.0 | Replicate=Bio rep 2 | age=not applicable | biomaterial_provider=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | genotype=WT | geo_loc_name=China: Shanghai | isolate=not applicable | organism=Lycoris sprengeri | tissue=petals | title=RNA-seq
SRR13966063,PRJNA714286,SAMN18299074,Lycoris sprengeri,RNA-seq of Lycoris sprengeri red 01,petals,,Tepal/Petal,declared,Cultivar/Colour morph,sample text,ENA,Raw RNA seq reads of petal transcriptome of Lycoris sprengeri,petals | RNA-seq of Lycoris sprengeri red 01 | 4 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | RNA-seq of Lycoris sprengeri red 01 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | BioSampleModel=Plant | INSDC secondary accession=SRS8463192 | NCBI submission package=Plant.1.0 | Replicate=Bio rep 1 | age=not applicable | biomaterial_provider=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | genotype=WT | geo_loc_name=China: Shanghai | isolate=not applicable | organism=Lycoris sprengeri | tissue=petals | title=RNA-seq
SRR13966064,PRJNA714286,SAMN18299073,Lycoris sprengeri,RNA-seq of Lycoris sprengeri white 03,petals,,Tepal/Petal,declared,Cultivar/Colour morph,sample text,ENA,Raw RNA seq reads of petal transcriptome of Lycoris sprengeri,petals | RNA-seq of Lycoris sprengeri white 03 | 3 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | RNA-seq of Lycoris sprengeri white 03 | Illumina HiSeq 2500 sequencing: RNA Seq of Lycorsi sprengeri | BioSampleModel=Plant | INSDC secondary accession=SRS8463193 | NCBI submission package=Plant.1.0 | Replicate=Bio rep 3 | age=not applicable | biomaterial_provider=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | genotype=mutant | geo_loc_name=China: Shanghai | isolate=not applicable | organism=Lycoris sprengeri | tissue=petals | title
SRR14160776,PRJNA720237,SAMN18642838,Lycoris longituba,Plant sample from Lycoris longituba,whole seedlings,12 months old tissue culture seedlings,Whole plant/Seedling,declared,Tissue culture,declared,ENA,Lycoris longituba Raw sequence reads,whole seedlings | 12 months old tissue culture seedlings | Plant sample from Lycoris longituba | L. longituba WT1 | Illumina NovaSeq 6000 sequencing: RNA-Seq of L. longituba seedlings | The untreated control tissue culture seedlings from L. longituba | Illumina NovaSeq 6000 sequencing: RNA-Seq of L. longituba seedlings | BioSampleModel=Plant | INSDC secondary accession=SRS8652747 | NCBI submission package=Plant.1.0 | cultivar=Lycoris longituba | description=The untreated control tissue culture seedlings from L. longituba | dev_stage=12 months old tissue culture seedlings | geo_loc_name=China |
